company_name,website,country,industry,buyer_type,product_interest,contact_person,email,whatsapp,phone,linkedin,source,evidence,lead_score,run_id,collected_at,search_query
Energy Procurement Services |Environ Energy,https://environenergy.com/services/energy-procurement/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,info@environenergy.com,,2025-11-03,,You.com,"Green energy procurement strategies include Power Purchasing Agreements (PPAs), Virtual Power Purchase Agreements (VPPAs), and Renewable Energy Credits (RECs).",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Renewable Energy Procurement - Coho Climate Advisors,https://www.cohoclimate.com/energy/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,chris.obrien@erm.com,,2024-03-18,,You.com,Switching to renewable electricity represents a major departure from traditional energy procurement and management practice. Buyers must navigate the needs and attitudes of internal stakeholders and the challenges of a complex market.,1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Renewable Energy Procurement Services | Deloitte US,https://www.deloitte.com/us/en/Industries/energy/about/energy-procurement-services.html,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,mmotyka@deloitte.com,,391573044299401,,You.com,"Explore how our renewable energy procurement services can help elevate your organization’s energy strategy to better meet sustainability goals, reduce costs, and drive value.",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Renewable Energy Solutions | Green Energy Procurement,https://www.inertiaresourcesinc.com/renewable-energy-procurement.php,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,customerservice@inertiaresourcesinc.com,,+1-888-300-0921,,You.com,"Commercial renewable energy solutions — green power procurement, RECs, solar and wind PPAs, and sustainability consulting for business.",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Renewable Energy Procurement for Enterprises | Arcadia,https://www.arcadia.com/renewable-energy-procurement,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,press@arcadia.com,,3918.9722,,You.com,"Build and execute a renewable energy strategy across PPAs, RECs, green tariffs, community solar, and more—aligned with your cost, risk, and emissions goals.",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Energy Procurement - Strategies and Management - Vervantis,https://www.vervantis.com/energy-procurement/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,info@vervantis.com,,2026-06-19,,You.com,"Renewable sourcing can be complicated with a mixture of energy procurement contracts, physical and virtual options available. Our experts specialize in delivering the advice and strategies that environmental and cost-conscious organizations need for success.",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Green Energy Procurement,https://www.dnv.com/energy/services/green-energy-procurement/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,4767579900,,You.com,"DNV is a one-stop shop in energy advisory, having both energy market knowledge and access, and trading know-how, to help corporate buyers navigate the risks and opportunities that procuring renewable energy on a large scale presents. We understand that purchasing clean energy is a key financial ...",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
10 Steps To Effective Energy Procurement | Navigate Power,https://navigatepower.com/10-steps-toward-an-effective-procurement-process/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,info@navigatepower.com,,33.0384615385,,You.com,"Renewable energy procurement services simplify acquiring reliable energy for a fair price. The business and the vendor benefit from the exchange, while the supplier and broker facilitate the exchange. By following these steps and incorporating best practices, your business can optimize its energy procurement process, ensuring cost efficiency and sustainability. For optimal energy procurement services in the midwest, contact ...",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Clean Energy Procurement & Renewable Sourcing | ERM,https://www.erm.com/solutions/clean-energy-procurement/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,gary.farha@erm.com,,9567-43414,,You.com,"Clean energy represents a major ... procurement and risk management practices. Buyers must navigate the needs and risk tolerance of internal stakeholders, and the challenges associated with complex power purchase agreements and environmental commodities. Not all products offered by clean energy developers, utilities, or other suppliers are the same. Risk allocation between the buyer, the load-serving entity/electricity retailer, and the renewable energy generator ...",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Energy Procurement | SCE,https://www.sce.com/about-sce/energy-procurement,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,,,00222016-2018,,You.com,"For details on available programs, including contact information. Standard Contracting Programs & RFP Information for Renewable & Alternative Energy-Related Products. Enabling Agreements & RFO Solicitation Information for Conventional Power & Gas Products. Advisory group on procurement activities ...",1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
Energy Procurement - Resource Energy,https://www.resourceenergy.com/services/energy-procurement/,,Renewable energy,Potential buyer / industrial consumer,Renewable energy,,sales@resourceenergy.com,,120804537-6,,You.com,Sustainability is not just about energy efficiency and cutting costs. Companies today also believe in the importance of using sustainable sources of energy when they can. Resource Energy can help your company achieve cleaner energy usage through renewable energy procurement strategies tailored ...,1,32906769664,2026-08-25T22:34:27.804906+00:00,"site:com OR site:eu OR site:de OR site:au ""renewable energy"" ""procurement"" ""contact"" -jobs -careers -blog -directory"
1 Sector supply-chain guidance – solar energy,https://www.ebrd.com/content/dam/ebrd_dxp/assets/pdfs/financial-institution/sustainable-finance/environmental-and-social-risk-management/issues/Solar-sector-supply-chain-guidance.pdf,,Steel,Potential buyer / industrial consumer,Steel,,,,0000000016 00000,,You.com,"Key resources on raw materials certification systems · • German Federal Institute for Geosciences and Natural · Resources (2022): Sustainability Standard Systems for ... Initiative (RMI), the Responsible Steel Initiative (RSI) and ASI. 22 See German Federal Institute for Geosciences and Natural Resources (2019), Lead the Charge (2024) and US Department ...",1,32906769664,2026-08-25T22:34:27.804906+00:00,"""solar project"" ""purchasing department"" ""raw materials"" ""supply chain"" -jobs -hiring -article -list"
Solar Supply Chain and Industry Analysis | Solar Market Research ...,https://www.nrel.gov/solar/market-research-analysis/solar-supply-chain,,,Potential buyer / industrial consumer,,,,,,,You.com,"NLR conducts analysis of solar industry supply chains, including domestic content, and provides quarterly updates on important developments in the industry · These analyses draw from data collected through a combination of third-party market reports, primary interviews, and publicly available ...",0,32906769664,2026-08-25T22:34:27.804906+00:00,"""solar project"" ""purchasing department"" ""raw materials"" ""supply chain"" -jobs -hiring -article -list"
Solar Procurement Solutions for the PV Sector | Targray,https://www.targray.com/solar/procurement,,,Potential buyer / industrial consumer,,,,,999999999,,You.com,Our solar procurement solutions are a trusted source for PV manufacturers and project developers seeking to reduce costs through supply optimization.,1,32906769664,2026-08-25T22:34:27.804906+00:00,"""solar project"" ""purchasing department"" ""raw materials"" ""supply chain"" -jobs -hiring -article -list"
WINDSOURCING.COM - World Wind Technology,https://www.windpower-international.com/companies/windsourcingcom/,,,Potential buyer / industrial consumer,,,info@windsourcing.com,,21612928716,,You.com,"WINDSOURCING.COM is a specialised distributor for wind turbine spare parts, wind turbine accessories and material for the maintenance and repair…",1,32906769664,2026-08-25T22:34:27.804906+00:00,"""wind energy"" ""industrial consumer"" ""importer"" ""sourcing"" ""contact us"" -jobs -careers -blog -directory"
Fuel Sourcing: Global Procurement Strategies for Industrial Buyers ...,https://globalpetroleumadvisor.com/fuel-sourcing-industrial-buyers/,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,info@globalpetroleumadvisor.com,61468148003,2026-06-26,,You.com,"A poorly planned sourcing strategy ... product availability, and unnecessary commercial risk. According to the International Energy Agency (IEA), global energy markets continue adapting to shifting refinery output, evolving trade flows, and regional supply adjustments. These market dynamics reinforce the importance of proactive procurement planning rather than reactive purchasing. Today’s petroleum marketplace extends far beyond negotiating fuel prices. Industrial procurement ...",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.com ""petroleum products"" ""procurement"" ""industrial consumer"" -jobs -careers -blog -directory"
What Are The Main Petroleum Products In The World?,https://www.petronaftco.com/main-petroleum-products/,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,info@petronaftco.com,+905526931510,6992286433,,You.com,"Discover the main petroleum products, how they’re used in transport, industry and petrochemicals, and what buyers must know when sourcing them worldwide.",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.com ""petroleum products"" ""procurement"" ""industrial consumer"" -jobs -careers -blog -directory"
Procurement in Oil and Gas Industry - Dubai,https://www.blueoceanacademy.com/procurement-in-oil-and-gas-industry/,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,info@blueoceancorporation.com,971521769265,7890815731,,You.com,"A producer is also required to ... petroleum diesel, gasoline and lubricants. There are two types of procurements in the oil and gas industry, retail and bulk. The cost per barrel of oil purchased or sold is known as the retail price. It includes the dealer's markup profit. A supplier of oil who sells oil and gas at retail prices to end-users pays a dealer a part of the wholesale price that he gets for selling that commodity to the end consumer...",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.com ""petroleum products"" ""procurement"" ""industrial consumer"" -jobs -careers -blog -directory"
Crude Oil & Petroleum Products Trading,https://www.unitedpetrogroup.com/products,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,info@unitedpetrogroup.com,,+97192243757,,You.com,"Leveraging our in-house storage ... other petroleum products to align with market demands. Our expertise in customized blending allows us to offer tailored fuel solutions that ensure optimal quality and performance. In addition to managing our own tanks, we procure pre-blended ...",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.com ""petroleum products"" ""procurement"" ""industrial consumer"" -jobs -careers -blog -directory"
Oil & Gas Equipment Suppliers & Service Providers - DXP Enterprises,https://www.dxpe.com/industries/oil-gas/,,,Potential buyer / industrial consumer,,,,,+0152-0153,,You.com,"DXP Enterprises has been providing services and supplying equipment for the upstream, midstream, and downsteam O&G for decades. Learn how we can serve you!",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.com ""petroleum products"" ""procurement"" ""industrial consumer"" -jobs -careers -blog -directory"
Research on E‐Commerce Purchasing Model in Crude Oil Trade - ...,https://onlinelibrary.wiley.com/doi/10.1155/2021/9994965,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,,,,,You.com,Crude oil is the main raw material for the petrochemical industry and a major component of total production costs. It is also an indispensable resource for petrochemical enterprises. The implementa...,0,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.com ""petroleum products"" ""procurement"" ""industrial consumer"" -jobs -careers -blog -directory"
FuelBuddy – Make Energy Distribution Smarter,https://fuelbuddy.ae/,,,Potential buyer / industrial consumer,,,order@fuelbuddy.ae,,1770722569,,You.com,Our Fuel Delivery Service brings our customers high-quality fuel which is purchased directly from the source fuel and is delivered directly to the customers’ vehicles.,1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Fueling businesses - ADNOC Distribution - ADNOC Distribution,https://www.adnocdistribution.ae/en/business/fuel,,,Potential buyer / industrial consumer,,,,,,,You.com,Contact us ... A leader in environment and carbon neutrality. Learn More ... A leader in environment and carbon neutrality. Learn More ... ADNOC Distribution offers premium-grade gasoline and gasoil in bulk to business fleets of all sizes across the UAE. ADNOC Distribution offers bulk fuel services ...,0,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Distributors | Petrol Ofisi,https://www.petrolofisi.com.tr/en/sales-points/distributors,,,Potential buyer / industrial consumer,,,,,999342399,,You.com,"With the assurance of Petrol Ofisi, you can contact the nearest mineral oil sales point and our distributor.",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Petroenergy,https://petroenergy.ae/,,,Potential buyer / industrial consumer,,,marketing@petroenergy.ae,,+971 4 288 0440,,You.com,"A healthy economic scenario and a robust oil industry laid the ground for setting up PETRO ENERGY in 2007. Today, with its own fleet of tankers, an efficient logistics network and tie-up with renowned refineries, PETRO ENERGY has steadily grown to become the major fuel distributor.",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Oil & Gas — Avisa General Trading L.L.C.,https://avisatrading.ae/oil-gas,,Petrochemicals,Potential buyer / industrial consumer,Petrochemicals,,info@avisatrading.ae,,0 0 24 24,,You.com,"Avisa General Trading's Oil & Gas division — diesel fuel, petroleum products, industrial chemicals, petrochemicals, LNG, and specialty chemicals for global markets.",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
RVN DIESEL FUEL TRADING LLC,https://fuelenergy.ae/,,,Potential buyer / industrial consumer,,,logo@2x.png,,0506755252,,You.com,"54B, Tailstoi Town 5238 MT, La city, IA 522364 · contact@buildnox.com",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Dubai Fuel Supply | Best Diesel Supplier in Dubai - UAE,https://www.dubaifuel.ae/,,,Potential buyer / industrial consumer,,,,,,,You.com,"Dubai Fuel Supply LLC (DFS) is a leading diesel supplier in Dubai, providing high-quality diesel fuel to businesses across the UAE.",0,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Top Diesel Petroleum Products LLC - Fuel & Oil Suppliers,https://topdiesel.ae/contact-us.html,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,,,,,You.com,"Contact us for any Enquiry. Innovative. Reliable. Safe. Top diesel petroleum product L.L.C is the most recognizable name in the petroleum business in Dubai, UAE. A sound economic environment and a thriving oil sector provided the foundation for the establishment of the UAE. We have progressively risen to become the leading gasoline distributor ...",0,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Contact Us for Fuel Parts Complying with Global Standards,https://fuelco.ae/fuel-parts-contact/,,,Potential buyer / industrial consumer,,,sales@fuel-parts.com,,2019-03-12,,You.com,"We have a wide range of fuel storage tank parts & accessories in stock, complying with Australian & Global Standards. Our stock includes fuel management systems and dispensers, nozzles & swivels, fluid level monitors, Flow control valves, and other products. Contact us for a quote or an inquiry!",1,32911094940,2026-08-25T23:30:58.718082+00:00,"site:*.ae OR site:*.tr OR site:*.om ""fuel distributor"" ""purchasing department"" ""contact us"" -jobs -hiring -list"
Top 100 Refinery Equipment Suppliers in 2026 | ensun,https://ensun.io/search/refinery-equipment,,,Potential buyer / industrial consumer,,,,,,,You.com,"Discover all relevant Refinery Equipment Suppliers worldwide, including ARC Energy and ADNOC Group",0,32911094940,2026-08-25T23:30:58.718082+00:00,"""petroleum refinery"" ""raw materials"" ""sourcing"" ""procurement"" -jobs -article -blog -directory"
Oil refinery - Wikipedia,https://en.wikipedia.org/wiki/Oil_refinery,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,,,1365346291,,You.com,"Certain cracked streams are ... from the source feedstock. Oil refineries are large-scale plants, processing about a hundred thousand to several hundred thousand barrels of crude oil a day. Because of the high capacity, many of the units operate continuously, as opposed to processing in batches, at steady state or nearly steady state for months to years. The high capacity also makes process optimization and advanced process control very desirable. Petroleum products are materials derived from ..",1,32911094940,2026-08-25T23:30:58.718082+00:00,"""petroleum refinery"" ""raw materials"" ""sourcing"" ""procurement"" -jobs -article -blog -directory"
"Petroleum Refining Operations: Key Issues, Advances, and ...",https://pubs.acs.org/doi/10.1021/ie1010004,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,,,,,You.com,"Enterprise-wide optimization for the petroleum refining industry involves optimization of the supply chain involving manufacturing and distribution with emphasis on integration of the different decision making levels. The key manufacturing operations include crude oil loading and unloading, ...",0,32911094940,2026-08-25T23:30:58.718082+00:00,"""petroleum refinery"" ""raw materials"" ""sourcing"" ""procurement"" -jobs -article -blog -directory"
Global Petroleum Refining Database & Market Intelligence | Industrial ...,https://www.industrialinfo.com/industries/global-petroleum-refining-database-and-market-intelligence/,,Petroleum products,Potential buyer / industrial consumer,Petroleum products,,customerservice@industrialinfo.com,,1783713814881,,You.com,"Track capital projects, maintenance turnarounds, and capacity upgrades across the global refining network. Request a free consultation today.",1,32911094940,2026-08-25T23:30:58.718082+00:00,"""petroleum refinery"" ""raw materials"" ""sourcing"" ""procurement"" -jobs -article -blog -directory"
